"id","id2","geography","population","population.moe","mpop","mpop.moe","fpop","fpop.moe","white","white.moe","black","black.moe","ind.alaska","ind.alaska.moe","asian","asian.moe","hawaiian","hawaiian.moe","other","other.moe","two.races","two.races.moe","hispanic","hispanic.moe","fam.houses","fam.houses.moe","married.fams","married.fams.moe","nonfam.houses","nonfam.houses.moe","highschool","highschool.moe","ged","ged.moe","less1yr.college","less1yr.college.moe","some.college","some.college.moe","associates","associates.moe","bachelors","bachelors.moe","masters","masters.moe","professional","professional.moe","doctorate","doctorate.moe","med.income","med.income.moe","pc.income","pc.income.moe","poverty","poverty.moe","med.home.val","med.home.val.moe","m.18to19","m.18to19.moe","m.20","m.20.moe","m.21","m.21.moe","m.22to24","m.22to24.moe","m.25to29","m.25to29.moe","m.30to34","m.30to34.moe","m.35to39","m.35to39.moe","m.40to44","m.40to44.moe","m.45to49","m.45to49.moe","m.50to54","m.50to54.moe","m.55to59","m.55to59.moe","m.60to61","m.60to61.moe","m.62to64","m.62to64.moe","m.65to66","m.65to66.moe","m.67to69","m.67to69.moe","m.70to74","m.70to74.moe","m.75to79","m.75to79.moe","m.80to84","m.80to84.moe","m.85up","m.85up.moe","f.18to19","f.18to19.moe","f.20","f.20.moe","f.21","f.21.moe","f.22to24","f.22to24.moe","f.25to29","f.25to29.moe","f.30to34","f.30to34.moe","f.35to39","f.35to39.moe","f.40to44","f.40to44.moe","f.45to49","f.45to49.moe","f.50to54","f.50to54.moe","f.55to59","f.55to59.moe","f.60to61","f.60to61.moe","f.62to64","f.62to64.moe","f.65to66","f.65to66.moe","f.67to69","f.67to69.moe","f.70to74","f.70to74.moe","f.75to79","f.75to79.moe","f.80to84","f.80to84.moe","f.85up","f.85up.moe","pc_high_school_graduates_25older","pc_not_high_school_graduates_16to19","jobless_16_19","median_size_over_3"
"1500000US390610033001",3.9061e+11,"Block Group 1, Census Tract 33, Hamilton County, Ohio",1190,171,724,173,466,108,682,163,329,101,0,11,70,31,0,11,18,28,91,27,8,13,105,23,14,15,474,86,77,65,5,11,0,11,89,30,66,50,89,53,96,38,7,10,14,18,"22336","7692",16607,2259,0,11,"113100","4465",50,18,22,27,93,61,214,118,59,32,0,11,29,35,18,16,25,33,59,54,1,2,0,11,59,54,11,17,0,11,0,11,0,11,0,11,0,11,7,11,19,20,75,53,63,39,63,46,31,26,112,20,18,28,0,11,0,11,1,2,0,11,23,43,0,11,47,10,0,11,7,12,0,11,0,11,0.786856127886323,0,0.795698924731183,1
"1500000US390610033002",3.9061e+11,"Block Group 2, Census Tract 33, Hamilton County, Ohio",741,198,458,157,283,106,430,140,186,104,0,11,83,55,0,11,20,32,22,25,0,11,31,25,15,17,320,72,14,21,0,11,0,11,0,11,31,41,26,26,15,19,8,15,0,11,"18958","11295",13366,3601,12,15,"-","**",59,76,61,44,36,33,213,94,27,29,39,43,16,25,0,11,0,11,0,11,0,11,0,11,0,11,7,10,0,11,0,11,0,11,0,11,0,11,27,34,36,27,66,42,121,82,14,16,0,11,0,11,0,11,0,11,0,11,7,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0.854545454545454,0,0.706521739130435,1
"1500000US390610036001",3.9061e+11,"Block Group 1, Census Tract 36, Hamilton County, Ohio",318,174,164,112,154,82,54,36,260,177,0,11,4,11,0,11,0,11,0,11,5,11,52,37,8,13,40,31,42,39,0,11,14,17,34,30,14,21,23,23,0,11,0,11,0,11,"8611","1451",5809,3107,44,35,"58500","17577",0,11,0,11,0,11,0,11,5,12,0,11,16,25,0,11,14,20,9,14,5,12,12,16,5,12,5,11,0,11,0,11,0,11,0,11,5,11,0,11,0,11,15,24,16,24,14,17,0,11,0,11,0,11,18,24,0,11,21,21,12,15,0,11,0,11,5,11,0,11,0,11,0,11,25,19,0.742690058479532,0,0,0
"1500000US390610036002",3.9061e+11,"Block Group 2, Census Tract 36, Hamilton County, Ohio",957,186,386,121,571,118,33,28,875,172,0,11,0,11,0,11,24,44,25,33,35,44,197,64,66,43,364,59,188,61,40,28,43,34,89,48,44,29,24,31,0,11,0,11,0,11,"11622","3296",9799,1989,116,56,"55000","31794",12,18,24,37,0,11,0,11,0,11,0,11,0,11,5,8,13,13,42,36,30,31,56,39,20,21,7,12,16,24,45,22,12,17,27,23,0,11,13,23,5,11,0,11,24,28,30,33,35,35,4,8,49,33,23,21,31,37,32,27,18,28,30,22,16,19,28,26,64,33,0,11,48,28,6,8,0.622998544395924,0,0.270833333333333,1
"1500000US390610037001",3.9061e+11,"Block Group 1, Census Tract 37, Hamilton County, Ohio",734,199,417,125,317,116,148,104,524,154,0,11,8,12,0,11,32,42,22,24,34,59,167,82,70,62,264,95,113,63,7,13,10,15,124,78,52,63,88,57,43,41,8,12,0,11,"25823","23132",21066,7699,27,36,"142200","120054",12,17,0,11,2,4,7,9,59,48,8,13,29,41,5,8,125,83,13,15,56,66,0,11,18,27,9,12,23,23,0,11,0,11,0,11,0,11,6,10,14,22,0,11,36,40,11,18,0,11,8,13,0,11,12,20,20,20,77,54,0,11,5,11,18,24,15,17,0,11,8,15,8,13,0,11,0.844402277039848,0.166666666666667,1,1
"1500000US390610037002",3.9061e+11,"Block Group 2, Census Tract 37, Hamilton County, Ohio",864,228,525,135,339,134,47,38,808,238,8,13,1,2,0,11,0,11,0,11,0,11,89,51,0,11,538,116,104,59,35,31,18,24,133,79,77,47,59,36,1,2,8,13,0,11,"8769","805",8391,2274,80,52,"-","**",28,39,0,11,0,11,0,11,0,11,46,54,0,11,0,11,53,57,71,50,68,40,35,44,35,40,22,34,18,20,17,20,8,14,0,11,0,11,17,28,0,11,0,11,31,38,49,50,0,11,1,2,8,13,25,38,79,64,30,24,15,22,9,14,8,14,0,11,0,11,17,18,10,13,0,11,0.697115384615385,0,0.622222222222222,1
"1500000US390610038001",3.9061e+11,"Block Group 1, Census Tract 38, Hamilton County, Ohio",522,132,220,77,302,98,72,56,450,122,0,11,0,11,0,11,0,11,0,11,0,11,110,55,50,49,213,64,120,74,41,30,25,19,94,80,13,14,20,17,38,25,0,11,0,11,"17829","8296",19961,4806,27,34,"86700","7057",0,11,0,11,0,11,6,10,8,13,9,12,47,47,10,15,0,11,34,34,14,14,14,14,7,11,0,11,9,13,31,22,6,9,6,9,19,29,0,11,25,39,13,19,7,11,40,45,14,15,16,24,0,11,10,15,29,37,19,16,12,12,21,18,14,15,7,11,0,11,24,31,18,13,12,13,0.78,0,0,1
"1500000US390610038002",3.9061e+11,"Block Group 2, Census Tract 38, Hamilton County, Ohio",656,228,332,133,324,133,70,71,586,212,0,11,0,11,0,11,0,11,0,11,0,11,112,50,40,32,202,75,202,135,8,11,26,34,100,60,26,21,50,31,8,12,21,25,0,11,"17500","7205",15170,5679,38,34,"81600","3265",7,10,0,11,0,11,10,15,43,50,6,9,9,13,10,14,0,11,57,70,45,46,20,32,8,10,8,11,6,9,7,10,0,11,14,16,18,28,0,11,0,11,0,11,0,11,24,31,14,14,14,15,20,30,22,33,35,35,13,14,14,16,32,35,6,9,6,10,7,10,0,11,7,11,43,32,0.868110236220472,1,0.325581395348837,1
"1500000US390610038003",3.9061e+11,"Block Group 3, Census Tract 38, Hamilton County, Ohio",762,366,358,197,404,198,39,41,717,367,0,11,0,11,0,11,0,11,6,9,0,11,156,82,50,40,152,69,130,73,18,15,7,10,120,86,0,11,70,53,12,13,0,11,5,9,"36184","30061",31655,19464,25,28,"105500","82895",31,38,0,11,0,11,58,56,20,32,22,35,0,11,0,11,28,37,50,31,0,11,12,13,5,9,0,11,0,11,6,10,0,11,0,11,0,11,18,28,0,11,25,39,33,40,21,19,63,56,34,37,20,32,0,11,56,45,6,9,0,11,19,30,0,11,7,10,24,29,6,10,0,11,0,11,0.907268170426065,0,1,1
"1500000US390610039001",3.9061e+11,"Block Group 1, Census Tract 39, Hamilton County, Ohio",195,113,89,55,106,66,0,11,187,115,8,15,0,11,0,11,0,11,0,11,0,11,55,32,25,23,25,20,20,26,16,16,0,11,70,58,5,7,12,13,0,11,7,12,0,11,"-","**",13163,5226,18,20,"61700","22360",0,11,0,11,0,11,0,11,0,11,8,11,19,27,8,13,0,11,0,11,0,11,0,11,4,7,11,18,0,11,7,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,25,0,11,17,20,0,11,0,11,12,13,0,11,0,11,0,11,8,15,7,10,0,11,6,9,5,7,1,0,1,1
"1500000US390610039002",3.9061e+11,"Block Group 2, Census Tract 39, Hamilton County, Ohio",862,271,336,123,526,185,291,232,571,170,0,11,0,11,0,11,0,11,0,11,125,176,213,68,59,35,94,39,231,105,61,40,19,24,61,50,11,12,42,29,18,17,0,11,0,11,"22050","10758",12660,3901,93,54,"69600","10630",0,11,0,11,20,31,18,27,0,11,42,41,5,8,56,32,5,8,23,26,43,31,0,11,0,11,18,22,8,12,6,9,13,20,5,8,0,11,16,25,12,19,0,11,5,7,52,42,24,28,36,32,23,20,40,33,19,20,20,26,15,18,0,11,19,21,10,11,0,11,19,21,11,13,20,17,0.832706766917293,0.653846153846154,0.768115942028985,1
"1500000US390610039003",3.9061e+11,"Block Group 3, Census Tract 39, Hamilton County, Ohio",894,212,402,114,492,141,59,47,835,205,0,11,0,11,0,11,0,11,0,11,0,11,176,53,5,9,166,66,165,65,54,37,33,30,18,15,73,44,54,45,38,38,0,11,0,11,"23750","11383",14090,3767,61,29,"85400","11217",14,20,0,11,0,11,8,12,29,24,21,26,21,26,20,26,20,17,19,23,27,22,0,11,10,12,4,7,0,11,0,11,6,9,8,12,7,11,6,9,0,11,0,11,12,20,58,48,24,22,32,23,33,30,61,46,44,33,45,30,0,11,0,11,6,8,6,8,5,9,15,13,0,11,8,12,0.822306238185255,0,0.689655172413793,1
"1500000US390610040001",3.9061e+11,"Block Group 1, Census Tract 40, Hamilton County, Ohio",913,159,435,88,478,102,643,143,197,81,0,11,62,45,0,11,0,11,11,12,49,46,202,45,145,38,267,59,83,42,24,26,28,19,128,78,20,14,273,76,94,37,63,31,29,18,"54653","5970",56756,24480,5,7,"154400","37797",0,11,0,11,4,6,20,18,50,31,25,15,21,15,11,14,34,23,27,18,13,19,16,25,23,19,0,11,3,6,33,23,44,32,33,22,10,10,0,11,0,11,0,11,9,10,27,22,19,15,28,24,39,20,25,19,50,27,18,26,23,20,45,25,14,13,32,21,33,23,24,25,27,19,31,16,0.953727506426735,0,0.5,1
"1500000US390610040002",3.9061e+11,"Block Group 2, Census Tract 40, Hamilton County, Ohio",1459,225,661,143,798,164,5,7,1349,237,0,11,0,11,0,11,0,11,105,88,60,64,386,64,120,56,143,51,197,70,35,36,61,49,284,87,75,38,47,37,21,28,0,11,0,11,"31950","11629",14617,3010,96,47,"63900","10421",0,11,10,15,0,11,48,33,38,33,11,14,10,17,45,32,34,38,15,15,21,19,54,49,34,27,0,11,0,11,22,23,5,8,8,11,9,10,44,27,26,23,0,11,29,25,49,38,38,41,56,40,67,36,14,16,7,11,79,48,55,36,21,15,0,11,26,32,14,15,15,17,18,18,21,16,0.916030534351145,0.189189189189189,0.505376344086022,1
"1500000US390610041001",3.9061e+11,"Block Group 1, Census Tract 41, Hamilton County, Ohio",847,170,344,100,503,103,251,53,569,162,0,11,10,12,0,11,0,11,17,20,11,10,173,47,73,35,234,62,116,65,22,17,22,26,120,60,42,34,156,47,68,31,21,24,18,15,"29453","17182",37213,11923,53,35,"130800","82557",16,25,6,10,0,11,0,11,45,23,27,29,8,10,8,8,37,31,35,25,19,16,16,20,0,11,20,25,5,7,0,11,3,6,0,11,0,11,5,8,0,11,0,11,30,24,57,32,22,24,61,56,36,22,26,22,68,47,12,14,11,12,25,14,18,16,3,6,10,8,13,11,0,11,22,25,0.963756177924217,0,0.602739726027397,1
"1500000US390610041002",3.9061e+11,"Block Group 2, Census Tract 41, Hamilton County, Ohio",768,171,289,76,479,127,549,142,159,104,0,11,28,37,0,11,32,46,0,11,45,47,134,45,99,34,169,47,71,45,5,7,3,9,34,26,5,7,225,56,113,48,29,22,31,32,"81250","13956",59029,16725,0,11,"459400","44858",0,11,0,11,0,11,0,11,38,21,28,25,29,20,6,9,6,9,40,31,19,18,11,12,4,9,5,7,9,10,14,17,12,20,8,10,37,47,5,8,0,11,32,35,24,23,24,17,30,28,29,20,4,7,25,24,29,26,38,34,30,17,0,11,8,10,5,7,4,9,0,11,17,43,36,41,0.946788990825688,0,0.352941176470588,1
"1500000US390610042001",3.9061e+11,"Block Group 1, Census Tract 42, Hamilton County, Ohio",658,198,260,97,398,157,436,134,162,125,0,11,0,11,0,11,20,23,40,38,40,45,193,90,113,61,148,59,21,25,0,11,0,11,153,124,86,54,132,54,40,27,38,34,7,13,"60197","26581",102053,77103,11,17,"-","**",0,11,0,11,0,11,48,46,26,30,17,19,7,13,20,23,9,14,33,40,16,19,0,11,30,36,10,14,8,12,11,17,8,13,0,11,0,11,0,11,0,11,0,11,7,12,44,44,0,11,40,37,0,11,32,31,59,62,102,84,24,26,18,20,0,11,10,14,8,12,9,13,0,11,0,11,0.881700554528651,0,0,1
"1500000US390610042002",3.9061e+11,"Block Group 2, Census Tract 42, Hamilton County, Ohio",1178,177,562,105,616,112,864,156,262,87,0,11,31,34,0,11,0,11,21,24,0,11,198,67,182,62,607,96,85,54,22,25,92,47,100,49,54,40,386,88,124,56,84,51,35,33,"52528","3895",59556,16077,0,11,"204500","30650",0,11,0,11,12,21,19,21,59,47,40,32,49,29,31,25,30,26,54,39,97,49,22,24,16,16,18,19,0,11,33,27,9,14,9,13,17,20,0,11,0,11,0,11,32,41,107,66,37,30,16,21,23,29,35,25,49,37,43,35,11,17,52,36,17,18,30,28,38,27,17,20,35,29,40,31,0.949709864603482,0,0,1
"1500000US390610045001",3.9061e+11,"Block Group 1, Census Tract 45, Hamilton County, Ohio",1034,124,505,70,529,88,997,121,12,17,25,38,0,11,0,11,0,11,0,11,16,24,290,45,252,42,82,37,142,63,22,17,11,12,56,25,27,30,170,50,105,38,73,41,53,50,"92167","42430",62209,13410,6,9,"437900","47174",4,7,0,11,9,10,16,14,0,11,2,6,36,22,52,31,49,21,28,16,53,31,11,12,21,15,20,29,9,8,32,19,21,17,4,8,0,11,51,57,0,11,0,11,5,7,7,9,28,19,16,16,74,42,22,16,55,28,53,26,2,4,5,7,39,31,21,15,27,18,11,12,0,11,0,11,0.944126074498567,0,0.672131147540984,1
"1500000US390610046021",3.9061e+11,"Block Group 1, Census Tract 46.02, Hamilton County, Ohio",2172,543,1096,270,1076,293,1519,345,15,25,0,11,38,46,0,11,94,136,506,471,181,226,518,140,518,140,337,101,124,70,16,27,28,32,108,86,129,98,698,236,255,107,55,63,14,23,"96375","66333",44166,10517,0,11,"169200","38071",10,17,0,11,0,11,55,65,14,25,150,104,27,35,75,78,50,44,77,58,115,70,16,26,23,26,21,22,22,26,71,52,38,27,10,17,0,11,0,11,0,11,69,82,15,27,79,75,82,75,90,74,30,35,77,50,95,68,40,35,12,21,61,61,27,24,64,44,24,28,36,35,0,11,14,23,0.990972222222222,0,0.6,1
"1500000US390610046022",3.9061e+11,"Block Group 2, Census Tract 46.02, Hamilton County, Ohio",1305,485,532,205,773,362,1139,430,166,116,0,11,0,11,0,11,0,11,0,11,234,290,330,152,135,89,321,121,194,81,84,76,69,87,80,77,163,114,126,86,29,34,36,59,14,22,"27269","3720",18922,6669,24,32,"113500","62785",104,93,0,11,0,11,0,11,51,69,32,37,64,71,65,84,13,22,14,24,62,77,41,60,12,20,14,22,33,41,8,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,98,96,51,58,42,42,0,11,18,35,33,39,77,77,0,11,66,48,0,11,28,32,8,13,59,74,0,11,0,11,0.894263217097863,0.283333333333333,0,1
"1500000US390610046023",3.9061e+11,"Block Group 3, Census Tract 46.02, Hamilton County, Ohio",1355,468,681,267,674,237,1261,428,19,32,0,11,14,24,0,11,0,11,61,86,0,11,372,139,273,107,239,106,55,49,15,26,58,46,188,116,65,54,215,113,208,117,42,44,47,46,"65917","28754",32577,8629,13,23,"185000","26234",0,11,0,11,26,35,0,11,31,37,0,11,63,50,48,77,15,26,16,26,40,37,24,26,11,20,42,40,49,36,24,25,37,58,11,19,0,11,0,11,0,11,13,23,29,37,50,50,15,25,100,92,29,35,53,73,30,35,86,65,12,20,38,33,66,73,0,11,11,19,12,19,28,32,0,11,0.948990435706695,0,0.538461538461538,1
"1500000US390610046031",3.9061e+11,"Block Group 1, Census Tract 46.03, Hamilton County, Ohio",1355,188,645,115,710,155,1166,180,55,85,0,11,31,34,0,11,0,11,103,65,40,39,349,79,259,62,355,75,66,35,15,16,36,33,169,63,150,66,249,70,175,58,63,40,14,14,"62500","18787",40613,9911,0,11,"141300","8671",0,11,0,11,0,11,12,14,45,36,65,37,58,35,78,43,12,18,71,37,30,25,9,15,55,37,0,11,25,22,0,11,16,17,0,11,0,11,0,11,0,11,0,11,27,25,95,60,117,43,63,42,48,36,48,45,40,33,64,34,7,10,12,14,0,11,24,18,0,11,24,24,18,19,0,11,0.9150390625,0,1,1
"1500000US390610046032",3.9061e+11,"Block Group 2, Census Tract 46.03, Hamilton County, Ohio",1664,215,791,154,873,131,1580,205,29,35,0,11,7,13,0,11,6,10,42,37,62,83,405,68,336,67,273,70,272,83,23,26,71,38,160,63,48,29,457,133,113,54,27,22,13,15,"69643","13532",32497,4136,7,11,"132800","7976",5,8,8,12,0,11,13,17,36,30,93,59,12,12,62,37,80,50,27,23,33,26,0,11,63,41,29,39,18,19,49,27,29,35,29,30,29,27,9,14,0,11,0,11,36,30,88,41,53,29,45,27,68,50,67,37,94,56,16,18,37,32,59,47,18,19,18,27,26,23,25,23,37,38,28,36,0.933753943217666,0,0.661016949152542,1
"1500000US390610046041",3.9061e+11,"Block Group 1, Census Tract 46.04, Hamilton County, Ohio",1264,290,608,177,656,197,965,200,165,102,0,11,0,11,0,11,0,11,134,124,39,51,285,92,124,49,316,78,144,62,24,28,77,49,148,66,72,55,140,76,91,51,11,17,11,17,"45156","15022",24595,5508,78,56,"158400","19464",0,11,0,11,0,11,18,20,9,14,77,57,39,31,79,61,69,56,14,12,31,24,0,11,7,12,10,15,29,25,0,11,19,21,0,11,0,11,0,11,0,11,0,11,28,32,57,43,80,51,98,53,32,24,19,21,7,12,20,20,16,18,34,30,0,11,0,11,29,29,10,15,0,11,0,11,0.914649681528662,0,0,1
"1500000US390610046042",3.9061e+11,"Block Group 2, Census Tract 46.04, Hamilton County, Ohio",849,331,370,203,479,184,778,332,43,57,0,11,0,11,0,11,0,11,28,45,250,276,185,77,63,49,131,73,36,45,30,47,45,53,49,50,43,41,53,52,0,11,73,55,0,11,"69773","33199",32633,10860,0,11,"335000","279365",37,48,0,11,0,11,11,18,21,32,3,8,0,11,26,43,24,26,30,47,10,15,0,11,16,18,0,11,10,15,0,11,11,18,0,11,0,11,37,47,31,46,9,13,35,31,43,52,25,24,0,11,60,64,43,48,38,43,9,14,0,11,0,11,0,11,11,18,0,11,12,18,0,11,0,11,0.839285714285714,0,0.495934959349593,1
"1500000US390610046043",3.9061e+11,"Block Group 3, Census Tract 46.04, Hamilton County, Ohio",1774,190,784,128,990,131,1586,197,80,57,0,11,14,18,0,11,29,46,65,63,24,28,468,57,362,59,356,84,227,66,38,29,84,42,83,53,86,49,288,86,161,66,98,53,52,33,"56875","19211",34346,5686,12,20,"134900","22726",0,11,0,11,28,43,25,31,9,14,56,40,51,37,91,44,51,38,16,17,54,33,15,17,20,18,23,24,10,16,28,24,34,28,33,28,10,16,20,20,17,20,0,11,50,47,29,28,55,35,97,45,53,40,61,31,65,38,53,31,0,11,64,38,40,30,41,30,49,31,31,28,39,26,0,11,0.948217317487267,0,0.631578947368421,1
"1500000US390610046051",3.9061e+11,"Block Group 1, Census Tract 46.05, Hamilton County, Ohio",1043,214,456,124,587,158,822,181,176,105,20,28,25,40,0,11,0,11,0,11,9,14,207,79,149,69,432,105,129,78,10,16,106,58,107,86,137,99,203,83,99,55,19,21,4,7,"42917","17947",34801,7491,15,21,"159600","22139",9,14,0,11,0,11,0,11,113,79,52,59,35,27,38,36,0,11,0,11,99,58,0,11,20,24,0,11,17,15,33,33,0,11,0,11,0,11,0,11,0,11,0,11,99,51,132,94,65,72,28,27,19,19,41,34,10,15,25,34,30,39,0,11,21,20,0,11,26,16,10,15,0,11,0,11,1,0,1,1
"1500000US390610046052",3.9061e+11,"Block Group 2, Census Tract 46.05, Hamilton County, Ohio",1473,261,730,151,743,151,1273,247,61,92,0,11,63,62,0,11,0,11,76,85,36,42,384,90,319,82,289,82,227,77,15,20,79,55,137,49,62,48,289,126,128,48,4,7,48,40,"71790","7001",37971,5447,17,20,"141100","11919",0,11,0,11,0,11,85,91,82,63,84,42,32,29,45,29,50,40,11,17,17,21,0,11,20,23,22,21,43,30,33,24,32,23,4,8,4,7,0,11,0,11,0,11,9,14,54,58,29,25,85,44,54,35,64,45,10,17,47,34,18,24,59,39,14,14,18,20,59,37,21,16,0,11,17,21,0.962062256809339,0,1,1
"1500000US390610047011",3.9061e+11,"Block Group 1, Census Tract 47.01, Hamilton County, Ohio",1787,240,933,163,854,135,1687,240,53,34,0,11,25,27,0,11,0,11,22,25,13,20,330,72,296,70,542,105,118,75,7,12,52,47,137,64,32,28,647,131,113,66,171,95,39,33,"93264","26972",69714,13671,0,11,"241800","98827",8,13,0,11,0,11,88,97,219,108,167,80,52,48,54,30,29,26,62,38,45,30,0,11,23,35,15,16,12,13,4,7,9,10,0,11,5,7,0,11,0,11,0,11,103,108,203,78,82,43,49,43,88,34,32,22,59,36,54,33,0,11,0,11,4,7,22,15,11,12,9,10,0,11,14,16,0.994708994708995,0,0.764705882352941,1
"1500000US390610047012",3.9061e+11,"Block Group 2, Census Tract 47.01, Hamilton County, Ohio",1409,238,657,135,752,161,1390,237,0,11,1,2,9,14,0,11,0,11,9,14,26,33,328,74,298,67,334,80,38,27,1,2,0,11,89,43,35,30,454,120,183,73,78,53,105,50,"99500","22057",68421,10601,13,20,"378900","61465",29,26,0,11,9,15,27,23,102,48,37,31,47,34,56,46,57,39,22,21,27,22,16,17,47,31,12,13,36,27,13,13,5,8,14,13,7,12,12,18,9,14,0,11,73,88,138,82,30,28,30,29,58,34,38,27,28,23,27,22,41,27,27,23,17,21,18,15,7,10,10,10,18,16,15,16,0.983,0,0.6,1
"1500000US390610047021",3.9061e+11,"Block Group 1, Census Tract 47.02, Hamilton County, Ohio",780,136,423,102,357,62,752,139,13,20,0,11,0,11,0,11,0,11,15,16,6,8,162,37,142,39,123,43,79,42,53,27,28,22,64,34,31,18,83,44,39,31,0,11,0,11,"38646","6563",26038,10577,42,12,"86900","8153",9,10,0,11,0,11,7,7,59,39,22,15,18,16,37,23,5,7,9,9,40,17,30,24,13,10,8,11,5,7,8,8,0,11,0,11,0,11,12,15,0,11,0,11,15,13,60,36,40,21,17,15,10,10,11,10,44,18,29,14,10,9,0,11,0,11,10,10,4,6,0,11,0,11,0,11,0.770961145194274,0.214285714285714,0.688524590163934,1
"1500000US390610048001",3.9061e+11,"Block Group 1, Census Tract 48, Hamilton County, Ohio",818,198,465,139,353,101,704,182,0,11,0,11,20,19,0,11,0,11,94,84,0,11,262,100,240,101,85,60,14,15,0,11,0,11,68,53,0,11,278,97,150,95,62,27,15,12,"161250","73218",60059,12221,0,11,"388200","107777",28,35,5,9,6,9,7,10,29,47,99,99,13,15,13,12,23,18,45,38,30,21,0,11,29,26,9,14,7,11,9,14,7,10,0,11,0,11,0,11,0,11,0,11,0,11,31,50,41,41,29,20,8,14,65,42,15,17,13,16,16,20,31,27,7,10,0,11,9,14,0,11,9,15,0,11,1,0,0.85,1
"1500000US390610048002",3.9061e+11,"Block Group 2, Census Tract 48, Hamilton County, Ohio",1338,158,707,136,631,115,1318,163,9,14,0,11,11,18,0,11,0,11,0,11,32,52,285,54,250,54,297,78,25,23,22,31,25,19,47,40,31,30,404,133,277,93,90,47,33,31,"102823","26661",67592,20176,7,11,"351900","53004",0,11,0,11,17,18,10,15,154,113,43,30,55,29,30,25,51,30,78,58,23,21,20,22,29,34,7,11,0,11,9,14,9,14,8,12,0,11,0,11,0,11,0,11,9,13,60,38,98,65,40,28,22,19,67,32,24,22,29,27,10,15,26,23,37,36,0,11,9,14,40,27,0,11,0,11,0.975460122699387,0,1,1
"1500000US390610048003",3.9061e+11,"Block Group 3, Census Tract 48, Hamilton County, Ohio",1270,164,543,82,727,127,1174,147,0,11,0,11,54,69,42,69,0,11,0,11,82,71,347,55,307,56,152,67,47,33,0,11,13,15,40,51,38,30,372,107,231,67,39,25,27,26,"125809","41686",68973,12001,0,11,"492400","55382",0,11,0,11,0,11,31,39,22,24,18,21,43,28,74,55,60,38,29,24,43,28,9,14,9,14,10,15,17,20,28,26,18,20,9,15,10,16,0,11,0,11,9,16,93,100,12,19,48,32,15,17,87,51,51,33,65,42,19,20,10,15,18,21,9,14,19,32,17,19,27,25,10,16,10,15,0.988970588235294,0,0.785714285714286,1
"1500000US390610049001",3.9061e+11,"Block Group 1, Census Tract 49, Hamilton County, Ohio",1273,272,577,174,696,172,1197,268,29,33,0,11,10,16,0,11,0,11,37,53,30,37,316,80,216,67,268,110,30,34,0,11,0,11,73,54,32,36,373,141,165,113,58,59,85,60,"92750","59219",45202,10783,14,22,"385900","51316",0,11,0,11,0,11,37,40,51,38,104,52,41,40,10,17,54,52,19,30,35,54,0,11,0,11,0,11,13,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,34,54,36,58,127,68,105,69,84,95,31,37,33,32,29,35,0,11,0,11,0,11,12,19,0,11,12,19,13,22,12,19,0.993909866017052,0,0,1
"1500000US390610049002",3.9061e+11,"Block Group 2, Census Tract 49, Hamilton County, Ohio",1010,244,506,142,504,157,927,213,0,11,0,11,46,58,0,11,37,61,0,11,112,104,287,85,256,79,180,97,0,11,0,11,34,40,73,64,14,23,255,98,264,102,101,62,55,45,"121917","41416",73611,16569,0,11,"284500","37898",13,22,0,11,0,11,0,11,47,45,83,55,81,82,42,41,15,25,81,55,0,11,29,33,20,34,13,20,0,11,12,18,0,11,0,11,0,11,15,24,0,11,0,11,0,11,103,70,62,43,31,38,15,26,0,11,70,54,17,27,0,11,50,49,13,21,12,18,0,11,0,11,0,11,0,11,1,0,0.548387096774194,1
"1500000US390610049003",3.9061e+11,"Block Group 3, Census Tract 49, Hamilton County, Ohio",1047,275,508,140,539,157,1036,269,0,11,0,11,0,11,0,11,0,11,11,22,11,22,276,87,238,85,132,78,0,11,9,17,0,11,12,21,20,33,299,108,241,138,113,87,54,37,"127368","28672",55911,16186,0,11,"371800","55216",0,11,21,33,0,11,0,11,52,46,0,11,21,24,95,81,23,35,39,43,0,11,0,11,22,33,12,20,12,19,26,31,51,64,0,11,0,11,20,32,0,11,0,11,0,11,38,43,53,60,49,40,17,30,63,52,37,42,0,11,0,11,38,59,37,37,12,20,38,60,13,20,0,11,0,11,1,0,1,1
"1500000US390610049004",3.9061e+11,"Block Group 4, Census Tract 49, Hamilton County, Ohio",1949,370,901,214,1048,211,1883,363,0,11,0,11,38,60,0,11,19,30,9,14,19,30,411,113,397,113,608,125,86,79,0,11,46,39,82,68,28,34,616,219,428,186,126,75,24,34,"94236","35738",87057,20374,15,24,"517100","185661",0,11,0,11,23,38,80,78,105,79,134,92,28,34,14,24,128,80,40,41,0,11,98,94,0,11,37,35,26,30,11,18,12,19,0,11,32,26,0,11,32,35,0,11,91,95,191,95,122,67,11,19,56,54,78,65,60,41,28,32,27,33,84,96,12,19,12,19,39,36,18,27,17,27,16,25,1,0,1,1
